agentic,monthly_users,log_mu,runs_30d_total,log_runs
True,3,1.3862943611198906,74,4.31748811353631
True,13,2.6390573296152584,271,5.605802066295998
True,0,0.0,29,3.4011973816621555
True,4,1.6094379124341003,159,5.075173815233827
True,7,2.0794415416798357,153,5.0369526024136295
True,7,2.0794415416798357,57,4.060443010546419
True,1,0.6931471805599453,137,4.927253685157205
True,4,1.6094379124341003,248,5.517452896464707
True,3,1.3862943611198906,68,4.23410650459726
True,6,1.9459101490553132,39,3.6888794541139363
True,7,2.0794415416798357,420,6.042632833682381
True,6,1.9459101490553132,160,5.081404364984463
True,34,3.5553480614894135,484,6.184148890937483
True,12,2.5649493574615367,229,5.438079308923196
True,4,1.6094379124341003,98,4.59511985013459
True,2,1.0986122886681098,41,3.7376696182833684
True,15,2.772588722239781,188,5.241747015059643
True,16,2.833213344056216,454,6.12029741895095
True,6,1.9459101490553132,176,5.176149732573829
True,4,1.6094379124341003,81,4.406719247264253
True,6,1.9459101490553132,594,6.38856140554563
True,3,1.3862943611198906,39,3.6888794541139363
True,8,2.1972245773362196,639,6.461468176353717
True,2,1.0986122886681098,180,5.198497031265826
True,3,1.3862943611198906,97,4.584967478670572
True,0,0.0,64,4.174387269895637
True,10,2.3978952727983707,117,4.770684624465665
True,4,1.6094379124341003,39,3.6888794541139363
True,5,1.791759469228055,90,4.51085950651685
True,7,2.0794415416798357,68,4.23410650459726
True,5,1.791759469228055,201,5.308267697401205
True,2,1.0986122886681098,143,4.969813299576001
True,2,1.0986122886681098,46,3.8501476017100584
True,1,0.6931471805599453,52,3.970291913552122
True,3,1.3862943611198906,174,5.1647859739235145
True,18,2.9444389791664403,312,5.746203190540153
True,8,2.1972245773362196,197,5.288267030694535
True,9,2.302585092994046,144,4.976733742420574
True,13,2.6390573296152584,117,4.770684624465665
True,9,2.302585092994046,64,4.174387269895637
True,4,1.6094379124341003,69,4.248495242049359
True,15,2.772588722239781,93,4.543294782270004
True,4,1.6094379124341003,44,3.8066624897703196
True,2,1.0986122886681098,39,3.6888794541139363
True,6,1.9459101490553132,81,4.406719247264253
True,2,1.0986122886681098,88,4.48863636973214
True,5,1.791759469228055,166,5.117993812416755
True,2,1.0986122886681098,35,3.58351893845611
True,8,2.1972245773362196,124,4.8283137373023015
True,12,2.5649493574615367,65,4.189654742026425
False,4,1.6094379124341003,37,3.6375861597263857
True,4,1.6094379124341003,40,3.713572066704308
True,1,0.6931471805599453,48,3.8918202981106265
True,4,1.6094379124341003,44,3.8066624897703196
True,2,1.0986122886681098,55,4.02535169073515
True,0,0.0,76,4.343805421853684
False,4,1.6094379124341003,34,3.5553480614894135
True,2,1.0986122886681098,36,3.6109179126442243
True,1,0.6931471805599453,60,4.110873864173311
True,2,1.0986122886681098,57,4.060443010546419
True,1,0.6931471805599453,56,4.04305126783455
True,0,0.0,21,3.091042453358316
True,3,1.3862943611198906,44,3.8066624897703196
True,1,0.6931471805599453,31,3.4657359027997265
True,1,0.6931471805599453,113,4.736198448394496
True,8,2.1972245773362196,76,4.343805421853684
True,2,1.0986122886681098,63,4.1588830833596715
True,0,0.0,30,3.4339872044851463
True,1,0.6931471805599453,29,3.4011973816621555
True,2,1.0986122886681098,78,4.3694478524670215
True,6,1.9459101490553132,142,4.962844630259907
True,5,1.791759469228055,48,3.8918202981106265
True,0,0.0,34,3.5553480614894135
True,3,1.3862943611198906,44,3.8066624897703196
True,6,1.9459101490553132,116,4.762173934797756
True,3,1.3862943611198906,52,3.970291913552122
True,6,1.9459101490553132,54,4.007333185232471
True,1,0.6931471805599453,76,4.343805421853684
True,2,1.0986122886681098,79,4.382026634673881
True,3,1.3862943611198906,166,5.117993812416755
True,2,1.0986122886681098,35,3.58351893845611
True,0,0.0,33,3.5263605246161616
True,0,0.0,31,3.4657359027997265
True,1,0.6931471805599453,33,3.5263605246161616
True,2,1.0986122886681098,48,3.8918202981106265
True,3,1.3862943611198906,37,3.6375861597263857
True,8,2.1972245773362196,60,4.110873864173311
True,7,2.0794415416798357,65,4.189654742026425
True,3,1.3862943611198906,37,3.6375861597263857
True,2,1.0986122886681098,33,3.5263605246161616
False,0,0.0,41,3.7376696182833684
True,0,0.0,29,3.4011973816621555
True,3,1.3862943611198906,47,3.871201010907891
True,3,1.3862943611198906,66,4.204692619390966
True,4,1.6094379124341003,41,3.7376696182833684
True,3,1.3862943611198906,36,3.6109179126442243
True,6,1.9459101490553132,37,3.6375861597263857
True,4,1.6094379124341003,36,3.6109179126442243
True,3,1.3862943611198906,21,3.091042453358316
True,0,0.0,43,3.784189633918261
True,0,0.0,30,3.4339872044851463
True,0,0.0,31,3.4657359027997265
True,2,1.0986122886681098,35,3.58351893845611
True,0,0.0,43,3.784189633918261
True,1,0.6931471805599453,34,3.5553480614894135
True,1,0.6931471805599453,32,3.4965075614664802
False,1,0.6931471805599453,30,3.4339872044851463
True,1,0.6931471805599453,30,3.4339872044851463
True,0,0.0,30,3.4339872044851463
True,1,0.6931471805599453,36,3.6109179126442243
True,4,1.6094379124341003,46,3.8501476017100584
True,3,1.3862943611198906,47,3.871201010907891
True,1,0.6931471805599453,30,3.4339872044851463
True,1,0.6931471805599453,31,3.4657359027997265
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,33,3.5263605246161616
True,1,0.6931471805599453,34,3.5553480614894135
True,0,0.0,32,3.4965075614664802
True,0,0.0,31,3.4657359027997265
True,0,0.0,35,3.58351893845611
True,1,0.6931471805599453,30,3.4339872044851463
True,1,0.6931471805599453,36,3.6109179126442243
True,0,0.0,29,3.4011973816621555
True,2,1.0986122886681098,41,3.7376696182833684
True,4,1.6094379124341003,47,3.871201010907891
True,2,1.0986122886681098,29,3.4011973816621555
True,0,0.0,44,3.8066624897703196
True,1,0.6931471805599453,30,3.4339872044851463
True,2,1.0986122886681098,34,3.5553480614894135
True,2,1.0986122886681098,37,3.6375861597263857
True,2,1.0986122886681098,112,4.727387818712341
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,36,3.6109179126442243
True,1,0.6931471805599453,30,3.4339872044851463
True,2,1.0986122886681098,30,3.4339872044851463
True,2,1.0986122886681098,32,3.4965075614664802
True,0,0.0,29,3.4011973816621555
True,0,0.0,31,3.4657359027997265
True,2,1.0986122886681098,30,3.4339872044851463
True,1,0.6931471805599453,34,3.5553480614894135
True,0,0.0,29,3.4011973816621555
True,2,1.0986122886681098,17,2.8903717578961645
True,1,0.6931471805599453,33,3.5263605246161616
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,30,3.4339872044851463
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,32,3.4965075614664802
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,43,3.784189633918261
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,32,3.4965075614664802
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,36,3.6109179126442243
True,1,0.6931471805599453,31,3.4657359027997265
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,30,3.4339872044851463
True,0,0.0,34,3.5553480614894135
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,2,1.0986122886681098,34,3.5553480614894135
True,1,0.6931471805599453,37,3.6375861597263857
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,36,3.6109179126442243
True,2,1.0986122886681098,23,3.1780538303479458
True,2,1.0986122886681098,29,3.4011973816621555
True,0,0.0,33,3.5263605246161616
True,2,1.0986122886681098,32,3.4965075614664802
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,31,3.4657359027997265
True,1,0.6931471805599453,29,3.4011973816621555
False,1,0.6931471805599453,31,3.4657359027997265
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,30,3.4339872044851463
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,0,0.0,1,0.6931471805599453
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,5,1.791759469228055
True,2,1.0986122886681098,67,4.219507705176107
True,1,0.6931471805599453,13,2.6390573296152584
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,27,3.332204510175204
True,1,0.6931471805599453,17,2.8903717578961645
True,1,0.6931471805599453,25,3.258096538021482
True,1,0.6931471805599453,16,2.833213344056216
True,1,0.6931471805599453,14,2.70805020110221
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,17,2.8903717578961645
True,1,0.6931471805599453,34,3.5553480614894135
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,31,3.4657359027997265
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,41,3.7376696182833684
True,0,0.0,31,3.4657359027997265
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,33,3.5263605246161616
True,1,0.6931471805599453,30,3.4339872044851463
True,1,0.6931471805599453,37,3.6375861597263857
True,1,0.6931471805599453,34,3.5553480614894135
True,0,0.0,29,3.4011973816621555
True,0,0.0,28,3.367295829986474
True,0,0.0,29,3.4011973816621555
True,0,0.0,55,4.02535169073515
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,30,3.4339872044851463
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,57,4.060443010546419
True,0,0.0,39,3.6888794541139363
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,31,3.4657359027997265
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,25,3.258096538021482
True,0,0.0,7,2.0794415416798357
True,0,0.0,0,0.0
False,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
False,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
False,0,0.0,1,0.6931471805599453
False,0,0.0,29,3.4011973816621555
False,1,0.6931471805599453,29,3.4011973816621555
False,4,1.6094379124341003,921,6.826545223556594
False,2,1.0986122886681098,2,1.0986122886681098
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
False,5,1.791759469228055,17,2.8903717578961645
True,2,1.0986122886681098,31,3.4657359027997265
False,2855,7.957177323459475,1211755,14.007581105211766
False,0,0.0,31,3.4657359027997265
True,2,1.0986122886681098,9,2.302585092994046
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,14,2.70805020110221
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,14,2.70805020110221
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,14,2.70805020110221
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,4,1.6094379124341003
True,1,0.6931471805599453,13,2.6390573296152584
True,1,0.6931471805599453,12,2.5649493574615367
True,1,0.6931471805599453,10,2.3978952727983707
True,1,0.6931471805599453,10,2.3978952727983707
True,1,0.6931471805599453,12,2.5649493574615367
True,1,0.6931471805599453,12,2.5649493574615367
True,1,0.6931471805599453,12,2.5649493574615367
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,14,2.70805020110221
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,3,1.3862943611198906
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,10,2.3978952727983707
True,1,0.6931471805599453,10,2.3978952727983707
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,2,1.0986122886681098
True,1,0.6931471805599453,1,0.6931471805599453
True,1,0.6931471805599453,1,0.6931471805599453
True,1,0.6931471805599453,1,0.6931471805599453
True,1,0.6931471805599453,1,0.6931471805599453
True,1,0.6931471805599453,1,0.6931471805599453
True,2,1.0986122886681098,44,3.8066624897703196
True,1,0.6931471805599453,30,3.4339872044851463
True,0,0.0,0,0.0
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,3,1.3862943611198906,59,4.0943445622221
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,33,3.5263605246161616
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,120,4.795790545596741
False,22,3.1354942159291497,833,6.726233402358747
False,20,3.044522437723423,93,4.543294782270004
True,1,0.6931471805599453,29,3.4011973816621555
True,2,1.0986122886681098,30,3.4339872044851463
True,0,0.0,32,3.4965075614664802
True,1,0.6931471805599453,30,3.4339872044851463
True,1,0.6931471805599453,11,2.4849066497880004
True,1,0.6931471805599453,10,2.3978952727983707
True,1,0.6931471805599453,11,2.4849066497880004
True,2,1.0986122886681098,30,3.4339872044851463
True,1,0.6931471805599453,1,0.6931471805599453
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,27,3.332204510175204
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,39,3.6888794541139363
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,32,3.4965075614664802
True,0,0.0,29,3.4011973816621555
False,13,2.6390573296152584,432,6.07073772800249
True,1,0.6931471805599453,29,3.4011973816621555
True,2,1.0986122886681098,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,15,2.772588722239781
True,1,0.6931471805599453,16,2.833213344056216
True,1,0.6931471805599453,13,2.6390573296152584
True,0,0.0,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,2,1.0986122886681098,29,3.4011973816621555
True,2,1.0986122886681098,7,2.0794415416798357
True,1,0.6931471805599453,6,1.9459101490553132
False,1,0.6931471805599453,5,1.791759469228055
False,0,0.0,0,0.0
False,0,0.0,2,1.0986122886681098
True,2,1.0986122886681098,25,3.258096538021482
True,1,0.6931471805599453,9,2.302585092994046
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,8,2.1972245773362196
True,1,0.6931471805599453,22,3.1354942159291497
False,0,0.0,29,3.4011973816621555
False,1,0.6931471805599453,29,3.4011973816621555
False,1,0.6931471805599453,30,3.4339872044851463
True,0,0.0,32,3.4965075614664802
False,0,0.0,29,3.4011973816621555
False,0,0.0,35,3.58351893845611
True,0,0.0,30,3.4339872044851463
True,3,1.3862943611198906,32,3.4965075614664802
True,0,0.0,30,3.4339872044851463
True,0,0.0,27,3.332204510175204
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,73,4.30406509320417
False,0,0.0,0,0.0
True,1,0.6931471805599453,235,5.4638318050256105
True,0,0.0,38,3.6635616461296463
True,3,1.3862943611198906,40,3.713572066704308
True,0,0.0,28,3.367295829986474
True,2,1.0986122886681098,61,4.127134385045092
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,0,0.0,0,0.0
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,6,1.9459101490553132
True,1,0.6931471805599453,5,1.791759469228055
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,7,2.0794415416798357
True,1,0.6931471805599453,7,2.0794415416798357
True,0,0.0,7,2.0794415416798357
True,1,0.6931471805599453,11,2.4849066497880004
True,13,2.6390573296152584,89,4.499809670330265
True,3,1.3862943611198906,181,5.204006687076795
True,1,0.6931471805599453,39,3.6888794541139363
True,0,0.0,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,29,3.4011973816621555
True,1,0.6931471805599453,30,3.4339872044851463
False,0,0.0,29,3.4011973816621555
True,0,0.0,30,3.4339872044851463
True,0,0.0,30,3.4339872044851463
True,6,1.9459101490553132,87,4.477336814478207
True,0,0.0,32,3.4965075614664802
False,0,0.0,29,3.4011973816621555
